iter	Logloss
158	0.1295070325
159	0.1273991095
160	0.1252305785
161	0.1247087123
162	0.1232981151
163	0.1224515683
164	0.1221463716
165	0.1216924921
166	0.1215102524
167	0.1201323821
168	0.1189077151
169	0.1175943051
170	0.1167190919
171	0.1159601881
172	0.1143887603
173	0.1139171574
174	0.1138329528
175	0.1120562598
176	0.1108168376
177	0.1105160999
178	0.1103179244
179	0.1097537758
180	0.1087305107
181	0.107933808
182	0.1072653266
183	0.1070333839
184	0.1063915152
185	0.1059757698
186	0.1058374988
187	0.1050884864
188	0.1050029718
189	0.1042642306
190	0.1028480611
191	0.1016203866
192	0.1012473635
193	0.1007029052
194	0.1006017664
195	0.1004383337
196	0.0994434274
197	0.09903918119
198	0.09842736975
199	0.09780812619
200	0.09597700468
201	0.09488997429
202	0.09433912051
203	0.09412690382
204	0.09372139564
205	0.0927802653
206	0.09251755442
207	0.09207672145
208	0.0913092648
209	0.09120010635
210	0.09052499033
211	0.08988050162
212	0.08922822804
213	0.08824963705
214	0.08801244702
215	0.08774136951
216	0.08664758282
217	0.0862943671
218	0.08553089141
219	0.08475878489
220	0.08421256932
221	0.08384270136
222	0.08381983189
223	0.08370232879
224	0.08357854282
225	0.08304504834
226	0.08239138636
227	0.08223745154
228	0.08157623389
229	0.08130002781
230	0.08095142529
231	0.08062773293
232	0.08048996176
233	0.07997786485
234	0.07979925152
235	0.07898350575
236	0.07833507909
237	0.07829213886
238	0.07778754175
239	0.07769665454
240	0.07768228119
241	0.07763104566
242	0.07668025083
243	0.07644058974
244	0.0761016305
245	0.07595097927
246	0.07563990982
247	0.07512609808
248	0.0742866389
249	0.07419389313
250	0.07401553472
251	0.07385451675
252	0.07328441351
253	0.07314737034
254	0.07300923842
255	0.07276156678
256	0.07256617153
257	0.07209651161
258	0.07204132489
259	0.07202448631
260	0.07152795938
261	0.07101345519
262	0.07072401067
263	0.07056546034
264	0.07054418073
265	0.07002012757
266	0.0698792763
267	0.0690886537
268	0.06907353709
269	0.06900616688
270	0.06820087487
271	0.06809932767
272	0.0678178354
273	0.0672846433
274	0.06691170227
275	0.06689975515
276	0.06664568063
277	0.06610466646
278	0.06526078953
279	0.06487167768
280	0.064643006
281	0.06410494364
282	0.06403338099
283	0.0639651921
284	0.06382421199
285	0.0630120193
286	0.06267735409
287	0.06264087577
288	0.0624161105
289	0.06176970499
290	0.06139456403
291	0.06133834948
292	0.06131946025
293	0.06126375401
294	0.05994146596
295	0.0593098793
296	0.05929903323
297	0.0592485669
298	0.05905438554
299	0.05891195683
300	0.05832567727
301	0.05830246483
302	0.05811614155
303	0.05806237394
304	0.05803150311
305	0.05769050338
306	0.0575946686
307	0.05745117541
308	0.05744828962
309	0.05714791847
310	0.05636658261
311	0.05575104871
312	0.05562321093
313	0.05503552416
314	0.0549415037
315	0.05488466775
316	0.05437816384
317	0.05435901083
318	0.05428706223
319	0.05424368514
320	0.05421531484
321	0.05367078443
322	0.05362645488
323	0.05360541653
324	0.05354280374
325	0.05336840375
326	0.05331742178
327	0.05316728899
328	0.0528620702
329	0.05280618246
330	0.05261918519
331	0.05239954468
332	0.05208924771
333	0.05182107289
334	0.05140659886
335	0.05116145783
336	0.05082326813
337	0.05076576025
338	0.0506242013
339	0.05029053896
340	0.05009185217
341	0.05006681233
342	0.04997526196
343	0.04995378079
344	0.04974972621
345	0.04973712315
346	0.04948273938
347	0.04946150759
348	0.04943351064
349	0.04926236914
350	0.04923504554
351	0.04887906369
352	0.04822067375
353	0.04818178738
354	0.04815752979
355	0.04809075511
356	0.0480649791
357	0.04804417459
358	0.04802323274
359	0.04744882155
360	0.04737509961
361	0.04724865423
362	0.04723252357
363	0.04716870674
364	0.0470950081
365	0.04702163757
366	0.04692538574
367	0.04679409523
368	0.04665200176
369	0.046505648
370	0.04647463218
371	0.04646257982
372	0.04638383157
373	0.04636314248
374	0.04630407514
375	0.04594319922
376	0.0459165302
377	0.04574441203
378	0.04503666267
379	0.04495057031
380	0.04485157081
381	0.04480173502
382	0.04426204856
383	0.04417326676
384	0.04416006903
385	0.04409847322
386	0.04386821149
387	0.04379235686
388	0.04370000902
389	0.04345828652
390	0.04337145528
391	0.04336143241
392	0.04329249215
393	0.04328069452
394	0.04315010576
395	0.04314657717
396	0.04291793649
397	0.04282710187
398	0.04280122668
399	0.04277422388
400	0.04234042514
401	0.04231299376
402	0.04230806211
403	0.04205956866
404	0.04154519285
405	0.04148974612
406	0.04118030951
407	0.04107504746
408	0.04103350417
409	0.04088410494
410	0.04086983233
411	0.04086678192
412	0.04083850369
413	0.04083758974
414	0.04067437308
415	0.04061882853
416	0.04049543497
417	0.04007010774
418	0.03985310004
419	0.03976472953
420	0.03974679956
421	0.03963850226
422	0.03959465724
423	0.03954200895
424	0.03944416505
425	0.03943464861
426	0.03932691844
427	0.03932395128
428	0.03930177212
429	0.03927503856
430	0.0392357333
431	0.03911198491
432	0.03908470271
433	0.03906474722
434	0.03896543183
435	0.0387129614
436	0.03833976317
437	0.03830441678
438	0.03807383237
439	0.03798411511
440	0.0379521632
441	0.03787373606
442	0.03777468378
443	0.03775027727
444	0.0374626332
445	0.03699949896
446	0.03688702956
447	0.03681898696
448	0.03681398618
449	0.03675843692
450	0.0367358483
451	0.0366385499
452	0.03649928413
453	0.03649858285
454	0.03639749238
455	0.03638417199
456	0.03603857874
457	0.03585765148
458	0.03584215666
459	0.03582397588
460	0.03577465498
461	0.03575630303
462	0.03571456764
463	0.03571027839
464	0.03569301535
465	0.03560267473
466	0.03555311705
467	0.03513845133
468	0.03511638827
469	0.03485113144
470	0.03483517444
471	0.03479660361
472	0.03473793218
473	0.0345900704
474	0.03454250887
475	0.03448981497
476	0.03447817874
477	0.03441557949
478	0.03430823627
479	0.03420354347
480	0.03400821977
481	0.03397716129
482	0.03394918469
483	0.03394202346
484	0.03389406116
485	0.03388170053
486	0.03387154826
487	0.03385635406
488	0.03367893484
489	0.03365417871
490	0.03361182598
491	0.03360740068
492	0.03360600572
493	0.03352273685
494	0.03337645976
495	0.03337081752
496	0.03336467819
497	0.0333522956
498	0.03301608232
499	0.03283799922
500	0.03283405736
501	0.03281718365
502	0.03258843361
503	0.0323419989
504	0.03230490137
505	0.03207457178
506	0.03182455852
507	0.03177243267
508	0.03147037389
509	0.03145196409
510	0.03130706753
511	0.03128906095
512	0.03110518967
513	0.03108883189
514	0.03105494541
515	0.03103714893
516	0.03099351064
517	0.03097337479
518	0.03090897733
519	0.03090367289
520	0.03088405608
521	0.03087507371
522	0.03083388828
523	0.03070725235
524	0.03067360461
525	0.03063045125
526	0.03053314024
527	0.0304964918
528	0.03012443049
529	0.03010777052
530	0.03008422732
531	0.02985084525
532	0.02981202441
533	0.0297757233
534	0.02974454364
535	0.02972761477
536	0.02972160529
537	0.02972087802
538	0.02969912176
539	0.02967013693
540	0.0295291094
541	0.0292886689
542	0.02916751004
543	0.02911832183
544	0.02911092108
545	0.02910567529
546	0.0290869965
547	0.02907099801
548	0.02883867016
549	0.02883291206
550	0.0288311534
551	0.02869446967
552	0.02863719445
553	0.02862454306
554	0.02861448367
555	0.02860997516
556	0.02860061563
557	0.02854686222
558	0.02854472546
559	0.02849418117
560	0.02847032952
561	0.02842799584
562	0.02839873147
563	0.02837016081
564	0.0283619295
565	0.02833504366
566	0.02832972882
567	0.02826708094
568	0.0281791664
569	0.02815538943
570	0.02811574313
571	0.028014022
572	0.02791785022
573	0.027589047
574	0.02742764552
575	0.02738057396
576	0.02724067029
577	0.02722213239
578	0.02704588354
579	0.02685998376
580	0.02685736051
581	0.026856193
582	0.02676161957
583	0.0267534278
584	0.02674633093
585	0.02671770474
586	0.02669089109
587	0.02668801177
588	0.02665373968
589	0.02664348783
590	0.02659152941
591	0.02656405126
592	0.02655957772
593	0.02654108659
594	0.02648084612
595	0.02644246026
596	0.0264006676
597	0.02639003796
598	0.02637153206
599	0.02627748266
600	0.02623520692
601	0.02622958077
602	0.02618460501
603	0.02616861673
604	0.02609375698
605	0.02604156977
606	0.02578018813
607	0.0257615373
608	0.02571241152
609	0.02570090948
610	0.02569939771
611	0.02554163322
612	0.02542588122
613	0.02516695376
614	0.02512429019
615	0.02487032695
616	0.02485596008
617	0.02475723345
618	0.02467885366
619	0.02467462576
620	0.02466108849
621	0.02463805819
622	0.0246315898
623	0.02462745834
624	0.02455512861
625	0.02449225279
626	0.02445686942
627	0.0244207529
628	0.02439860223
629	0.02438096663
630	0.02429353181
631	0.0242564062
632	0.02424746059
633	0.02423560706
634	0.02420853105
635	0.02395247314
636	0.02392174367
637	0.02390851596
638	0.0239069282
639	0.02389953764
640	0.02388086656
641	0.02384887211
642	0.02378109556
643	0.02376595059
644	0.02374234328
645	0.02371287991
646	0.02369174424
647	0.02366211391
648	0.02363798012
649	0.02363643169
650	0.02358729467
651	0.0235771761
652	0.02348252474
653	0.02346525784
654	0.02345407806
655	0.02325521967
656	0.02325441975
657	0.0231895326
658	0.02318561407
659	0.02318529951
660	0.02308682398
661	0.02307973845
662	0.0230452059
663	0.02302955424
664	0.02302727209
665	0.0230041955
666	0.02272480385
667	0.02268813296
668	0.02260963302
669	0.02259467646
670	0.02258747195
671	0.02258166118
672	0.02243756337
673	0.0223552848
674	0.02226127818
675	0.02225664791
676	0.02224880526
677	0.02224814876
678	0.02222748389
679	0.02222400542
680	0.02215811808
681	0.02214553499
682	0.02213754828
683	0.02211824263
684	0.02210172788
685	0.0220996427
686	0.02209135393
687	0.02192472212
688	0.02182821481
689	0.0217678747
690	0.02175633568
691	0.02174993849
692	0.02173619822
693	0.02173431658
694	0.02171916161
695	0.02161875893
696	0.02161826817
697	0.02151192624
698	0.02150351274
699	0.02148898331
700	0.02148331958
701	0.02135287872
702	0.02134878748
703	0.02133611017
704	0.02132114984
705	0.02129001687
706	0.02125768976
707	0.02103725879
708	0.02079179518
709	0.0207894819
710	0.02075524708
711	0.02072931878
712	0.02072523677
713	0.02072207064
714	0.02071912448
715	0.02071574686
716	0.02068791794
717	0.02064206538
718	0.0206188849
719	0.0205489776
720	0.02052298096
721	0.02034750947
722	0.02033920145
723	0.02022409873
724	0.02017319328
725	0.02016825557
726	0.02016482953
727	0.02011452051
728	0.02010818029
729	0.02009768492
730	0.02009762451
731	0.02009445793
732	0.02008941318
733	0.02006418816
734	0.02005763261
735	0.02005144111
736	0.02004652882
737	0.02000878814
738	0.02000263621
739	0.01998105861
740	0.01996375309
741	0.01991935984
742	0.01991192547
743	0.01987674618
744	0.01986694614
745	0.01986402407
746	0.01984307018
747	0.01978803779
748	0.01978002113
749	0.0197685455
750	0.01971380848
751	0.01970881043
752	0.01970716645
753	0.01968308421
754	0.01965252857
755	0.01957236279
756	0.01957047049
757	0.01953254911
758	0.01953234361
759	0.01951786312
760	0.01951606196
761	0.01949284791
762	0.01944185012
763	0.01944039158
764	0.0194332704
765	0.01942421044
766	0.01942172384
767	0.01941251755
768	0.01940469389
769	0.01939975401
770	0.01933688968
771	0.01933270417
772	0.01931297335
773	0.01930663284
774	0.01928819329
775	0.01917093167
776	0.01912953991
777	0.01912633282
778	0.01908007768
779	0.0188745116
780	0.01886253878
781	0.01884596146
782	0.01880845077
783	0.01880663134
784	0.01879443238
785	0.01878165881
786	0.01863944617
787	0.01863620584
788	0.01863495654
789	0.0186286943
790	0.01857461057
791	0.01856350443
792	0.01852049524
793	0.01848736947
794	0.01842653646
795	0.01842538158
796	0.01841443884
797	0.01840428519
798	0.01837994225
799	0.01836925819
800	0.01836351511
801	0.01832986455
802	0.01831474434
803	0.01830636652
804	0.01829617966
805	0.01827770708
806	0.01826679004
807	0.01823830158
808	0.01823069001
809	0.01821895207
810	0.01821402929
811	0.01818628032
812	0.01814422031
813	0.01813946794
814	0.01808161518
815	0.0180773939
816	0.01806469548
817	0.0180351118
818	0.01803378137
819	0.01802758583
820	0.01799521666
821	0.01797927774
822	0.01797373592
823	0.01774272141
824	0.01773894171
825	0.017720795
826	0.0176951868
827	0.01769036507
828	0.017689898
829	0.01765093347
830	0.01754490662
831	0.01747940165
832	0.01747718554
833	0.01746609905
834	0.01742689494
835	0.01742589292
836	0.01740463458
837	0.01738367263
838	0.01719108124
839	0.0171706247
840	0.01716053052
841	0.01715591978
842	0.01715573537
843	0.0170680947
844	0.01706450412
845	0.01701012716
846	0.01699721435
847	0.01697228294
848	0.01696657206
849	0.01694407128
850	0.01693948269
851	0.01693492258
852	0.01692763558
853	0.016920348
854	0.01690193849
855	0.01689620266
856	0.01688621449
857	0.01684000936
858	0.01679485806
859	0.01677983869
860	0.01677497619
861	0.01677134062
862	0.01675198854
863	0.01674905229
864	0.0167473556
865	0.01674025766
866	0.01672959648
867	0.01671164726
868	0.0166982047
869	0.01669003749
870	0.0166559929
871	0.01665110754
872	0.0166501074
873	0.01664824944
874	0.01663694143
875	0.01663016422
876	0.01662525208
877	0.01659757137
878	0.01659480327
879	0.01654944562
880	0.0165371684
881	0.01651811529
882	0.0165148057
883	0.01651260312
884	0.01647012635
885	0.016468224
886	0.01645737497
887	0.01645125334
888	0.01644912919
889	0.01644758078
890	0.0164413592
891	0.01644069792
892	0.01644011225
893	0.01643079121
894	0.01634165197
895	0.01624066449
896	0.0162076969
897	0.0162018632
898	0.01619885447
899	0.01616970213
900	0.0161636236
901	0.01606469959
902	0.01605059296
903	0.01603906775
904	0.01593511911
905	0.01584984575
906	0.01584784472
907	0.0158344767
908	0.01580933901
909	0.01579699796
910	0.01577027546
911	0.01576780271
912	0.01576341714
913	0.01575710275
914	0.0157047855
915	0.01568781627
916	0.01566286188
917	0.01555488504
918	0.01550836062
919	0.01550389834
920	0.01549941862
921	0.01548867128
922	0.01548408413
923	0.01547499075
924	0.01543060335
925	0.01542963217
926	0.01533442035
927	0.01533318957
928	0.01533054058
929	0.01532976144
930	0.01532044368
931	0.01531469586
932	0.01526312721
933	0.01524408202
934	0.01522836187
935	0.01521520018
936	0.01514988382
937	0.01505290997
938	0.01504174938
939	0.01503720953
940	0.01503196429
941	0.01501895244
942	0.01501025855
943	0.01500612863
944	0.01498517563
945	0.01494291366
946	0.01494197745
947	0.01488139233
948	0.01487162717
949	0.01486471296
950	0.01485913189
951	0.01485429226
952	0.01484968209
953	0.01483972111
954	0.01483003616
955	0.01479890086
956	0.01476741283
957	0.01476386192
958	0.01473361189
959	0.01473337082
960	0.01472865865
961	0.01472699866
962	0.01471499898
963	0.01464495782
964	0.01463770267
965	0.01461203477
966	0.01460614323
967	0.01459614644
968	0.01459262467
969	0.01459116409
970	0.01456347822
971	0.01456147123
972	0.01453892825
973	0.01441313556
974	0.01440613048
975	0.014400533
976	0.01439615582
977	0.01439412009
978	0.0143889237
979	0.01438503667
980	0.0143812505
981	0.01437396902
982	0.01435953639
983	0.01435873234
984	0.01435502883
985	0.01433913797
986	0.01433688533
987	0.01433557833
988	0.0142927298
989	0.01428457394
990	0.01427492606
991	0.01427414802
992	0.01426834607
993	0.01426643014
994	0.01425741615
995	0.01425394211
996	0.01425313919
997	0.01425293157
998	0.01424474302
999	0.01421248694
