iter	Logloss
0	0.5939545043
1	0.5235514136
2	0.4449132463
3	0.3912696694
4	0.3431950869
5	0.3090130092
6	0.2813876516
7	0.2700671281
8	0.249193638
9	0.2285130552
10	0.2115209423
11	0.2020824223
12	0.1913036474
13	0.1794221879
14	0.1718450616
15	0.1629975161
16	0.1565627748
17	0.1520938228
18	0.1460672435
19	0.1413095472
20	0.1386877906
21	0.1363374914
22	0.1303441956
23	0.1288691122
24	0.1258745984
25	0.1238839463
26	0.1206615889
27	0.1171931468
28	0.1149510174
29	0.1136846562
30	0.1112169009
31	0.1087316564
32	0.106762435
33	0.1056809069
34	0.1048493525
35	0.102623171
36	0.1016062417
37	0.1007989367
38	0.09839100923
39	0.09816615348
40	0.09622657151
41	0.09322585919
42	0.09179964335
43	0.08982781858
44	0.08893688218
45	0.08828436714
46	0.08487338418
47	0.08377039599
48	0.08297293657
49	0.08217275346
50	0.08130344135
51	0.0789645365
52	0.07791991662
53	0.07682261246
54	0.07604433074
55	0.07523113483
56	0.07456330233
57	0.07209176073
58	0.07119849938
59	0.07031873673
60	0.07028098115
61	0.06925438528
62	0.06851056683
63	0.0664003367
64	0.0653258946
65	0.06216277694
66	0.06102279119
67	0.06000968336
68	0.0586963917
69	0.05766227963
70	0.05731148724
71	0.05671874629
72	0.05648717478
73	0.05563442126
74	0.05512664683
75	0.05443009368
76	0.05410835409
77	0.05372810106
78	0.05298429405
79	0.05233524249
80	0.05184806561
81	0.05127241201
82	0.05062276757
83	0.04934007808
84	0.04910239371
85	0.04851872895
86	0.04779647246
87	0.04738009574
88	0.04728462499
89	0.04616574186
90	0.04583323015
91	0.04422937552
92	0.04387432205
93	0.04296398419
94	0.04267085742
95	0.04237050731
96	0.04175780624
97	0.04151440445
98	0.041189986
99	0.04014337453
100	0.03888541332
101	0.0386725472
102	0.03859070982
103	0.03789837186
104	0.03769258962
105	0.03755361448
106	0.03748129544
107	0.03660389693
108	0.0363952392
109	0.03602350261
110	0.03582591176
111	0.03525525521
112	0.03499521287
113	0.03481072283
114	0.03420911857
115	0.03327542672
116	0.03314976263
117	0.03298993505
118	0.03264558115
119	0.03213489856
120	0.03201012129
121	0.0311006355
122	0.03102923236
123	0.03101931827
124	0.03029605857
125	0.03012903973
126	0.02940406707
127	0.02930521436
128	0.02889554618
129	0.02882007062
130	0.02840454297
131	0.0280700966
132	0.02776656474
133	0.0273980304
134	0.02695712938
135	0.02685279799
136	0.02665776714
137	0.02602623459
138	0.02581363875
139	0.02578113785
140	0.02559562389
141	0.02520006322
142	0.02501316006
143	0.02446464812
144	0.0242434725
145	0.02398499393
146	0.02378304408
147	0.02372360443
148	0.02363932493
149	0.02352882788
150	0.0232818412
151	0.02315359461
152	0.02295394355
153	0.02260619466
154	0.02248557267
155	0.02248007753
156	0.02219148102
157	0.02194149372
158	0.02179912725
159	0.0217977767
160	0.02167903771
161	0.02148113006
162	0.02102677687
163	0.02097860206
164	0.02089310029
165	0.02084540791
